,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
5526,Standard Class,Home Office,California,West,Office Supplies,Fasteners,0.5933268452777344,1,0.0,P
5527,First Class,Home Office,New York,East,Office Supplies,Paper,3.636005964506868,2,0.0,P
5528,Standard Class,Corporate,Florida,South,Technology,Phones,4.3815265096322,5,0.2,P
5529,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,4.747502734565683,3,0.2,P
5530,Standard Class,Consumer,Nebraska,Central,Technology,Phones,7.8159977099966955,4,0.0,P
5531,First Class,Consumer,Arkansas,South,Technology,Accessories,5.192623461988973,6,0.0,P
5532,First Class,Consumer,Arkansas,South,Technology,Accessories,3.2902658209548736,3,0.0,P
5533,First Class,Consumer,Arkansas,South,Technology,Accessories,5.778797178461647,3,0.0,P
5534,First Class,Consumer,Arkansas,South,Office Supplies,Paper,4.0933440618885175,3,0.0,P
5535,First Class,Consumer,Arkansas,South,Office Supplies,Binders,4.161068194265009,3,0.0,P
5536,First Class,Consumer,Arkansas,South,Office Supplies,Binders,2.4570214462984645,3,0.0,P
5537,First Class,Consumer,Arkansas,South,Office Supplies,Paper,2.561867690924129,2,0.0,P
5538,Standard Class,Consumer,Nebraska,Central,Office Supplies,Binders,2.8581928595319295,3,0.0,P
5539,Standard Class,Consumer,Illinois,Central,Furniture,Chairs,5.203929761041141,2,0.3,L
5540,Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,0.4649910874221913,2,0.8,L
5541,Standard Class,Consumer,Illinois,Central,Office Supplies,Supplies,3.1065578286428757,3,0.2,P
5542,Standard Class,Corporate,Arizona,West,Furniture,Tables,6.12242701787648,6,0.5,L
5543,Standard Class,Corporate,Arizona,West,Office Supplies,Binders,2.3456445824544927,6,0.7,L
5544,Standard Class,Corporate,Arizona,West,Office Supplies,Binders,1.65134731551131,2,0.7,L
5545,Standard Class,Home Office,New Hampshire,East,Office Supplies,Storage,4.210645017918261,5,0.0,P
5546,First Class,Consumer,Utah,West,Furniture,Furnishings,3.22525543183224,2,0.0,P
5547,First Class,Consumer,Utah,West,Technology,Phones,4.840716504019344,4,0.2,P
5548,First Class,Consumer,California,West,Office Supplies,Appliances,3.7768903314366495,3,0.0,P
5549,First Class,Consumer,California,West,Technology,Accessories,4.941142297567622,7,0.0,P
5550,Standard Class,Corporate,Texas,Central,Office Supplies,Art,0.9828272556743993,1,0.2,P
5551,Standard Class,Corporate,Texas,Central,Office Supplies,Supplies,2.812770511872613,6,0.2,L
5552,Standard Class,Corporate,Texas,Central,Technology,Accessories,4.375907953665704,3,0.2,P
5553,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,3.591487108105287,7,0.2,P
5554,Standard Class,Corporate,Texas,Central,Furniture,Bookcases,4.219407700175774,1,0.32,L
5555,Second Class,Corporate,Alabama,South,Furniture,Furnishings,2.318458442150336,2,0.0,P
5556,Standard Class,Corporate,Mississippi,South,Furniture,Furnishings,1.8180767775454285,2,0.0,P
5557,Standard Class,Corporate,Mississippi,South,Office Supplies,Art,4.030694535145645,2,0.0,P
5558,Standard Class,Consumer,Nevada,West,Office Supplies,Paper,1.8687205103641833,1,0.0,P
5559,Standard Class,Consumer,Nevada,West,Office Supplies,Storage,7.1898090421750664,5,0.0,P
5560,Standard Class,Consumer,Nevada,West,Office Supplies,Labels,2.7040421797046714,3,0.0,P
5561,Second Class,Corporate,Georgia,South,Office Supplies,Binders,3.5421180727185324,1,0.0,P
5562,Second Class,Corporate,Georgia,South,Technology,Copiers,8.006350900844689,5,0.0,P
5563,Second Class,Corporate,Georgia,South,Office Supplies,Binders,4.160756327741352,4,0.0,P
5564,Same Day,Home Office,Illinois,Central,Office Supplies,Art,2.9681555057837565,4,0.2,P
5565,Same Day,Home Office,Illinois,Central,Technology,Machines,5.347040861828481,2,0.3,P
5566,Same Day,Home Office,Illinois,Central,Office Supplies,Art,3.393165209964891,5,0.2,P
5567,Same Day,Home Office,Illinois,Central,Furniture,Chairs,4.497228564362565,1,0.3,L
5568,Same Day,Home Office,Illinois,Central,Technology,Copiers,6.866916617656325,2,0.2,P
5569,Same Day,Home Office,Illinois,Central,Office Supplies,Paper,2.7441892477180834,3,0.2,P
5570,Same Day,Home Office,Illinois,Central,Technology,Phones,3.536893097116055,1,0.2,L
5571,Standard Class,Corporate,Ohio,East,Office Supplies,Paper,4.588796871870146,3,0.2,P
5572,Standard Class,Corporate,Ohio,East,Office Supplies,Binders,3.3991953789914824,4,0.7,L
5573,Standard Class,Corporate,Ohio,East,Office Supplies,Paper,2.8605995995624944,3,0.2,P
5574,Standard Class,Corporate,Ohio,East,Technology,Phones,3.6038116417238726,1,0.4,L
5575,Standard Class,Corporate,Ohio,East,Technology,Phones,5.192623461988973,2,0.4,L
5576,Standard Class,Consumer,California,West,Furniture,Furnishings,5.94970461285975,6,0.0,P
5577,Standard Class,Consumer,California,West,Office Supplies,Appliances,4.034594557816327,3,0.0,P
5578,Second Class,Consumer,California,West,Office Supplies,Art,1.8809906029559975,2,0.0,P
5579,Second Class,Consumer,California,West,Furniture,Chairs,5.496840302679999,5,0.2,L
5580,Second Class,Consumer,California,West,Office Supplies,Paper,3.8611506750543896,9,0.0,P
5581,Standard Class,Home Office,Maryland,East,Furniture,Furnishings,2.9947317732204075,1,0.0,P
5582,Standard Class,Home Office,New York,East,Office Supplies,Art,2.0794415416798357,5,0.0,P
5583,Second Class,Consumer,California,West,Furniture,Furnishings,1.8180767775454285,2,0.0,P
5584,Standard Class,Home Office,New York,East,Office Supplies,Storage,4.425564936688365,4,0.0,P
5585,Standard Class,Home Office,New York,East,Technology,Phones,6.302728859817319,3,0.0,P
5586,Standard Class,Home Office,New York,East,Office Supplies,Storage,5.596531283909225,3,0.0,P
5587,First Class,Consumer,California,West,Office Supplies,Fasteners,2.388762789235098,5,0.0,P
5588,Standard Class,Home Office,Montana,West,Office Supplies,Binders,1.807632818384345,2,0.2,P
5589,Second Class,Consumer,California,West,Office Supplies,Storage,3.527830032595521,3,0.0,P
5590,Second Class,Consumer,California,West,Office Supplies,Storage,5.864710138762483,2,0.0,P
5591,Second Class,Corporate,New Jersey,East,Furniture,Chairs,5.505250231814264,2,0.0,P
5592,Second Class,Corporate,New Jersey,East,Office Supplies,Binders,2.9412760877579323,1,0.0,P
5593,Standard Class,Consumer,Ohio,East,Office Supplies,Binders,4.092893509954786,7,0.7,L
5594,Same Day,Corporate,Massachusetts,East,Technology,Phones,5.971210818080714,2,0.0,P
5595,Same Day,Corporate,Massachusetts,East,Technology,Phones,6.081876385968234,3,0.0,P
5596,Standard Class,Consumer,New Hampshire,East,Office Supplies,Binders,4.228584037430304,2,0.0,P
5597,Standard Class,Consumer,Maryland,East,Office Supplies,Supplies,3.219675505038765,3,0.0,P
5598,Standard Class,Consumer,Maryland,East,Office Supplies,Art,2.3711778844596574,3,0.0,P
5599,Same Day,Consumer,Ohio,East,Office Supplies,Art,4.025065935625332,2,0.2,P
5600,Same Day,Consumer,Ohio,East,Office Supplies,Envelopes,2.6727683869575705,5,0.2,P
5601,Same Day,Consumer,Ohio,East,Technology,Accessories,4.959257785636484,3,0.2,L
5602,Second Class,Corporate,Texas,Central,Office Supplies,Storage,2.6504210882655737,1,0.2,P
5603,Second Class,Corporate,Texas,Central,Office Supplies,Paper,4.381026134340298,5,0.2,P
5604,Standard Class,Corporate,New York,East,Office Supplies,Binders,6.380718969168164,6,0.2,P
5605,Standard Class,Corporate,North Carolina,South,Furniture,Furnishings,2.8383764627777843,2,0.2,P
5606,Standard Class,Corporate,North Carolina,South,Furniture,Chairs,4.58895949994011,1,0.2,L
5607,Standard Class,Consumer,New York,East,Office Supplies,Art,2.402430427963762,5,0.0,P
5608,Standard Class,Consumer,California,West,Office Supplies,Appliances,2.0515563381903004,2,0.0,P
5609,Standard Class,Consumer,Louisiana,South,Technology,Accessories,6.492088308389376,2,0.0,P
5610,First Class,Consumer,Ohio,East,Technology,Accessories,3.971046345877607,3,0.2,L
5611,Standard Class,Corporate,Washington,West,Technology,Accessories,6.738034004163921,2,0.0,P
5612,Standard Class,Corporate,Washington,West,Technology,Accessories,7.310657104687137,9,0.0,P
5613,Standard Class,Consumer,New York,East,Office Supplies,Storage,4.770345583947075,2,0.0,P
5614,Standard Class,Corporate,New York,East,Office Supplies,Art,3.0587070727153796,5,0.0,P
5615,Standard Class,Corporate,New York,East,Office Supplies,Appliances,6.947744927198295,5,0.0,P
5616,Standard Class,Corporate,New York,East,Office Supplies,Art,3.3789517727148355,6,0.0,P
5617,Standard Class,Corporate,Tennessee,South,Furniture,Furnishings,2.9714395809849465,2,0.2,P
5618,First Class,Consumer,California,West,Office Supplies,Storage,6.095644366017646,4,0.0,P
5619,Standard Class,Corporate,Wisconsin,Central,Technology,Accessories,6.214508093421858,5,0.0,P
5620,Standard Class,Corporate,Wisconsin,Central,Office Supplies,Art,1.1118575154181303,1,0.0,P
5621,Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,5.308069657990715,2,0.0,P
5622,Standard Class,Corporate,Wisconsin,Central,Furniture,Furnishings,4.228875455179707,11,0.0,P
5623,Second Class,Corporate,California,West,Technology,Accessories,4.605170185988092,4,0.0,P
5624,Second Class,Corporate,California,West,Technology,Accessories,5.886048474351333,2,0.0,P
5625,Second Class,Home Office,Washington,West,Furniture,Furnishings,1.8180767775454285,2,0.0,P
5626,Second Class,Home Office,Washington,West,Furniture,Tables,7.76166835337032,9,0.0,P
5627,Standard Class,Corporate,Florida,South,Office Supplies,Labels,2.629872420038186,6,0.2,P
5628,Standard Class,Corporate,Florida,South,Furniture,Chairs,5.611491731760753,3,0.2,L
5629,Second Class,Home Office,Pennsylvania,East,Furniture,Tables,6.703546331281707,9,0.4,L
5630,Standard Class,Consumer,Virginia,South,Technology,Accessories,5.457242345535596,3,0.0,P
5631,Standard Class,Consumer,Virginia,South,Furniture,Tables,7.135862490925225,6,0.0,P
5632,Standard Class,Consumer,Virginia,South,Office Supplies,Binders,2.859912550411456,2,0.0,P
5633,Second Class,Home Office,New York,East,Office Supplies,Binders,2.3540383745829616,7,0.2,P
5634,First Class,Home Office,Michigan,Central,Office Supplies,Binders,5.02912987673242,5,0.0,P
5635,Standard Class,Home Office,California,West,Office Supplies,Binders,4.4135253017332525,5,0.2,P
5636,Standard Class,Home Office,California,West,Technology,Accessories,5.652383911570201,3,0.0,P
5637,Standard Class,Corporate,Michigan,Central,Furniture,Furnishings,4.1082474673910925,3,0.0,P
5638,Standard Class,Consumer,California,West,Furniture,Chairs,7.189741158889037,6,0.2,P
5639,Standard Class,Consumer,California,West,Furniture,Chairs,6.349418672545094,3,0.2,P
5640,Standard Class,Home Office,Ohio,East,Office Supplies,Paper,3.3603753871419,9,0.2,P
5641,First Class,Home Office,Connecticut,East,Office Supplies,Art,2.4087452888224363,4,0.0,P
5642,Second Class,Home Office,Georgia,South,Furniture,Furnishings,1.951608170169951,4,0.0,P
5643,Second Class,Corporate,Georgia,South,Office Supplies,Envelopes,2.88703285663065,3,0.0,P
5644,First Class,Home Office,Washington,West,Office Supplies,Binders,3.548467300397191,5,0.2,P
5645,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,4.310127759130018,5,0.0,P
5646,Standard Class,Corporate,Virginia,South,Furniture,Furnishings,5.258640549395138,14,0.0,P
5647,Standard Class,Consumer,Utah,West,Office Supplies,Paper,2.967332799032293,3,0.0,P
5648,Second Class,Corporate,California,West,Office Supplies,Paper,3.4781584227982836,5,0.0,P
5649,Second Class,Corporate,California,West,Office Supplies,Envelopes,4.05871738457895,5,0.0,P
5650,Second Class,Corporate,California,West,Office Supplies,Storage,2.3570732782781154,2,0.0,L
5651,Second Class,Corporate,California,West,Furniture,Bookcases,7.08520247535983,5,0.15,P
5652,Standard Class,Corporate,New York,East,Office Supplies,Paper,3.7133281345162463,1,0.0,P
5653,Standard Class,Corporate,California,West,Office Supplies,Art,1.0784095813505903,1,0.0,P
5654,First Class,Home Office,Oregon,West,Office Supplies,Binders,3.81198165124792,4,0.7,L
5655,First Class,Home Office,Oregon,West,Office Supplies,Art,2.9278816066458164,4,0.2,P
5656,First Class,Home Office,Oregon,West,Office Supplies,Paper,2.4551344914543303,2,0.2,P
5657,First Class,Home Office,Oregon,West,Technology,Accessories,4.7254035504686245,3,0.2,L
5658,First Class,Home Office,Oregon,West,Furniture,Tables,5.933438109585634,5,0.5,L
5659,First Class,Home Office,Oregon,West,Office Supplies,Labels,2.7685807008422425,4,0.2,P
5660,First Class,Home Office,Oregon,West,Technology,Phones,3.3562000157314196,3,0.2,L
5661,Standard Class,Home Office,Colorado,West,Furniture,Furnishings,3.0652583362026014,2,0.2,P
5662,Standard Class,Home Office,Colorado,West,Office Supplies,Storage,6.23647917324036,9,0.2,L
5663,Same Day,Corporate,Ohio,East,Office Supplies,Art,2.926167810168082,2,0.2,P
5664,Same Day,Corporate,Ohio,East,Office Supplies,Binders,2.405863442447547,7,0.7,L
5665,Same Day,Corporate,Ohio,East,Office Supplies,Storage,4.200025026690847,1,0.2,P
5666,Same Day,Corporate,Ohio,East,Office Supplies,Storage,4.600037033876343,2,0.2,P
5667,Standard Class,Consumer,Washington,West,Office Supplies,Labels,2.6823904543216326,2,0.0,P
5668,Standard Class,Consumer,Washington,West,Office Supplies,Binders,3.988687706363558,14,0.2,P
5669,Standard Class,Consumer,Washington,West,Technology,Accessories,5.966069813088038,3,0.0,P
5670,Second Class,Consumer,Idaho,West,Furniture,Furnishings,5.873131360146117,4,0.0,P
5671,Second Class,Consumer,Idaho,West,Technology,Phones,4.944324536808835,3,0.2,P
5672,Standard Class,Corporate,Texas,Central,Office Supplies,Envelopes,2.7625383863862796,2,0.2,P
5673,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,2.1339297269639057,2,0.2,P
5674,Standard Class,Consumer,Washington,West,Office Supplies,Paper,2.561867690924129,2,0.0,P
5675,Standard Class,Corporate,Washington,West,Technology,Phones,4.050183666436331,6,0.2,P
5676,Standard Class,Corporate,Washington,West,Technology,Accessories,3.3178157727231046,4,0.0,P
5677,Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,3.662946072087432,3,0.6,L
5678,Standard Class,Home Office,Michigan,Central,Office Supplies,Fasteners,3.017493765335504,7,0.0,P
5679,Standard Class,Home Office,Michigan,Central,Office Supplies,Paper,4.699752828474039,2,0.0,P
5680,Standard Class,Consumer,Oklahoma,Central,Office Supplies,Binders,1.8531680973566984,1,0.0,P
5681,Standard Class,Consumer,Oklahoma,Central,Office Supplies,Paper,1.8687205103641833,1,0.0,P
5682,Standard Class,Consumer,Georgia,South,Office Supplies,Paper,2.7625383863862796,3,0.0,P
5683,Standard Class,Consumer,Georgia,South,Technology,Phones,6.956478774262582,7,0.0,P
5684,Standard Class,Consumer,Georgia,South,Office Supplies,Appliances,5.042779747422823,5,0.0,P
5685,Same Day,Consumer,Washington,West,Office Supplies,Binders,4.588552880164654,3,0.2,P
5686,Same Day,Consumer,Florida,South,Office Supplies,Fasteners,2.6616571615324998,5,0.2,P
5687,Same Day,Consumer,Florida,South,Furniture,Furnishings,4.866672540656487,6,0.2,P
5688,Same Day,Consumer,Florida,South,Office Supplies,Envelopes,3.8906767874085477,7,0.2,P
5689,Standard Class,Home Office,Texas,Central,Furniture,Chairs,5.616981984519285,3,0.3,L
5690,Standard Class,Corporate,Maryland,East,Office Supplies,Art,3.3090820927543496,9,0.0,P
5691,Standard Class,Corporate,Maryland,East,Office Supplies,Paper,3.8010914447208646,5,0.0,P
5692,Standard Class,Corporate,Maryland,East,Technology,Phones,4.9052007016207355,1,0.0,P
5693,Standard Class,Corporate,Maryland,East,Office Supplies,Paper,3.2733640101522705,5,0.0,P
5694,Standard Class,Corporate,Maryland,East,Furniture,Chairs,6.296998816591097,3,0.0,P
5695,Second Class,Consumer,California,West,Furniture,Tables,4.263918546193553,2,0.2,L
5696,Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,3.3103970173356587,9,0.8,L
5697,Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,2.599425103230592,1,0.8,L
5698,Same Day,Consumer,Texas,Central,Office Supplies,Labels,2.4714836294558595,1,0.2,P
5699,Standard Class,Consumer,California,West,Office Supplies,Paper,3.5801800371905954,6,0.0,P
5700,First Class,Home Office,Ohio,East,Office Supplies,Envelopes,3.707504918237101,3,0.2,P
5701,First Class,Home Office,Ohio,East,Technology,Accessories,4.9413566674994875,5,0.2,L
5702,Standard Class,Consumer,Ohio,East,Office Supplies,Art,0.9646998710818426,1,0.2,P
5703,Standard Class,Consumer,Ohio,East,Furniture,Tables,4.91654437069666,1,0.4,L
5704,Standard Class,Consumer,Ohio,East,Technology,Accessories,5.575797576515221,1,0.2,P
5705,Standard Class,Consumer,Connecticut,East,Office Supplies,Supplies,2.454447442303292,3,0.0,P
5706,Second Class,Corporate,New York,East,Office Supplies,Binders,3.6932698024152293,3,0.2,P
5707,Standard Class,Consumer,New York,East,Furniture,Furnishings,4.375002019736917,3,0.0,P
5708,Standard Class,Consumer,New York,East,Office Supplies,Supplies,5.880337436555819,3,0.0,P
5709,Standard Class,Consumer,New York,East,Furniture,Chairs,4.850184812120469,2,0.1,P
5710,Standard Class,Consumer,New York,East,Technology,Copiers,7.937354695963292,7,0.2,P
5711,Standard Class,Consumer,New York,East,Office Supplies,Paper,2.967332799032293,3,0.0,P
5712,Same Day,Consumer,Illinois,Central,Technology,Phones,3.605280430237623,1,0.2,P
5713,Standard Class,Home Office,New York,East,Technology,Phones,1.7817091333745536,3,0.0,P
5714,Standard Class,Consumer,Virginia,South,Office Supplies,Storage,5.179252259389097,5,0.0,P
5715,Second Class,Corporate,Michigan,Central,Technology,Accessories,6.429638829625851,5,0.0,P
5716,Second Class,Corporate,Michigan,Central,Technology,Phones,3.3727979071404572,3,0.0,P
5717,Second Class,Corporate,Michigan,Central,Office Supplies,Envelopes,4.059753117452481,7,0.0,P
5718,Second Class,Corporate,Michigan,Central,Office Supplies,Appliances,3.3810967099551523,3,0.1,P
5719,Second Class,Consumer,Indiana,Central,Office Supplies,Storage,4.399375273008495,5,0.0,P
5720,First Class,Corporate,Oregon,West,Office Supplies,Fasteners,2.1656192379208883,5,0.2,P
5721,First Class,Corporate,Oregon,West,Technology,Accessories,4.512791704553434,3,0.2,P
5722,First Class,Corporate,Oregon,West,Technology,Accessories,5.07497379523116,4,0.2,P
5723,Standard Class,Corporate,California,West,Office Supplies,Paper,2.561867690924129,2,0.0,P
5724,Standard Class,Corporate,Illinois,Central,Office Supplies,Storage,5.803736401014727,3,0.2,L
5725,First Class,Corporate,New York,East,Technology,Accessories,6.802294758323978,9,0.0,P
5726,Standard Class,Corporate,Texas,Central,Technology,Phones,6.852606139315836,7,0.2,P
5727,Standard Class,Consumer,Wisconsin,Central,Technology,Accessories,5.182401336950694,3,0.0,P
5728,Standard Class,Consumer,Wisconsin,Central,Office Supplies,Appliances,6.993703591118502,3,0.0,P
5729,Standard Class,Consumer,Wisconsin,Central,Office Supplies,Labels,4.111856987306732,2,0.0,P
5730,Standard Class,Consumer,Wisconsin,Central,Furniture,Bookcases,6.131052561315036,4,0.0,P
5731,Standard Class,Consumer,Wisconsin,Central,Office Supplies,Paper,3.314913013065143,4,0.0,P
5732,First Class,Corporate,Connecticut,East,Furniture,Bookcases,6.45962272455457,9,0.0,P
5733,First Class,Corporate,Connecticut,East,Office Supplies,Supplies,3.4239368686316447,3,0.0,P
5734,First Class,Corporate,Connecticut,East,Furniture,Furnishings,3.22525543183224,2,0.0,P
5735,Standard Class,Consumer,New York,East,Office Supplies,Binders,2.6333266549062735,3,0.2,P
5736,Standard Class,Consumer,California,West,Office Supplies,Paper,2.963209081848431,2,0.0,P
5737,Standard Class,Consumer,California,West,Furniture,Furnishings,2.9601050959108397,2,0.0,P
5738,Standard Class,Consumer,California,West,Office Supplies,Binders,3.6474322641997627,3,0.2,P
5739,First Class,Corporate,California,West,Office Supplies,Paper,2.561867690924129,2,0.0,P
5740,First Class,Corporate,California,West,Furniture,Furnishings,3.2763897310688073,1,0.0,P
5741,First Class,Corporate,California,West,Technology,Machines,6.277995957802367,2,0.2,P
5742,First Class,Corporate,California,West,Office Supplies,Paper,3.285412348668445,4,0.0,P
5743,First Class,Corporate,California,West,Office Supplies,Paper,2.997730276216664,3,0.0,P
5744,First Class,Corporate,California,West,Office Supplies,Storage,6.678945706041301,7,0.0,P
5745,First Class,Corporate,California,West,Furniture,Furnishings,3.070839746040796,7,0.0,P
5746,Standard Class,Consumer,North Carolina,South,Technology,Phones,5.519795531876513,2,0.2,P
5747,Standard Class,Consumer,North Carolina,South,Technology,Accessories,4.2211534090857965,3,0.2,P
5748,Standard Class,Consumer,North Carolina,South,Technology,Accessories,2.8069901489571136,3,0.2,L
5749,Standard Class,Consumer,New York,East,Technology,Phones,4.316821224548606,5,0.0,P
5750,Standard Class,Consumer,Illinois,Central,Furniture,Tables,5.873398658952602,3,0.5,L
5751,Standard Class,Consumer,California,West,Office Supplies,Labels,3.7932394694381792,3,0.0,P
5752,Standard Class,Consumer,California,West,Office Supplies,Labels,3.027715319407042,5,0.0,P
5753,Standard Class,Consumer,Kentucky,South,Furniture,Chairs,6.764346695686781,4,0.0,P
5754,Second Class,Consumer,Virginia,South,Office Supplies,Art,1.715598108262491,2,0.0,P
5755,Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,1.1505720275988207,4,0.8,L
5756,Standard Class,Consumer,Texas,Central,Technology,Copiers,7.600882459342079,5,0.2,P
5757,Standard Class,Consumer,North Carolina,South,Furniture,Furnishings,3.8319402969545884,3,0.2,P
5758,First Class,Consumer,Florida,South,Technology,Machines,3.496052912674834,3,0.5,L
5759,Same Day,Home Office,California,West,Office Supplies,Storage,6.1765323295699615,4,0.0,P
5760,Same Day,Home Office,California,West,Office Supplies,Binders,1.8537948601475076,1,0.2,P
5761,First Class,Consumer,California,West,Office Supplies,Appliances,6.296998816591097,3,0.0,P
5762,First Class,Consumer,California,West,Furniture,Furnishings,4.00587758089977,4,0.0,P
5763,First Class,Corporate,New York,East,Furniture,Chairs,7.2785047110018075,10,0.1,P
5764,Second Class,Consumer,Washington,West,Office Supplies,Storage,5.868957872615185,6,0.0,P
5765,Standard Class,Consumer,California,West,Technology,Phones,5.809870725450566,3,0.2,P
5766,Standard Class,Home Office,Texas,Central,Office Supplies,Labels,4.096741686821822,6,0.2,P
5767,Second Class,Corporate,Texas,Central,Technology,Accessories,4.44500143383527,6,0.2,P
5768,Standard Class,Consumer,Massachusetts,East,Office Supplies,Labels,1.1474024528375417,1,0.0,P
5769,Standard Class,Consumer,Massachusetts,East,Office Supplies,Paper,3.1232455938529506,4,0.0,P
5770,Standard Class,Corporate,California,West,Furniture,Furnishings,2.702032128776647,3,0.0,P
5771,Standard Class,Corporate,California,West,Office Supplies,Appliances,7.0545532797070445,4,0.0,P
5772,Standard Class,Corporate,Missouri,Central,Technology,Copiers,6.396912988410589,1,0.0,P
5773,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,3.176719607334809,2,0.2,P
5774,Standard Class,Consumer,California,West,Furniture,Chairs,6.458789592147957,7,0.2,L
5775,Standard Class,Consumer,California,West,Office Supplies,Binders,2.580822706617827,1,0.2,P
5776,Standard Class,Consumer,New York,East,Office Supplies,Binders,2.742644845866709,3,0.2,P
5777,Standard Class,Consumer,California,West,Office Supplies,Paper,4.652530757347929,1,0.0,P
5778,Standard Class,Consumer,California,West,Office Supplies,Art,3.4170707308184456,3,0.0,P
5779,Standard Class,Consumer,California,West,Furniture,Chairs,4.7242679126150104,1,0.2,P
5780,Standard Class,Consumer,California,West,Technology,Machines,4.2763327301148175,3,0.2,P
5781,Second Class,Consumer,California,West,Office Supplies,Art,0.7929925155296614,1,0.0,P
5782,Second Class,Consumer,California,West,Office Supplies,Envelopes,2.7421295147550726,4,0.0,P
5783,Second Class,Consumer,California,West,Office Supplies,Paper,3.5956670723917576,4,0.0,P
5784,Standard Class,Consumer,Oregon,West,Furniture,Bookcases,5.3834119075808875,6,0.7,L
5785,Standard Class,Consumer,Oregon,West,Office Supplies,Supplies,3.6654060979282943,6,0.2,P
5786,Standard Class,Consumer,Oregon,West,Office Supplies,Binders,3.1196299102102283,7,0.7,L
5787,Standard Class,Consumer,Oregon,West,Office Supplies,Art,4.555391533424944,7,0.2,P
5788,Second Class,Corporate,Florida,South,Furniture,Furnishings,2.511223958105374,5,0.2,P
5789,Second Class,Corporate,Florida,South,Office Supplies,Binders,1.485913426148603,3,0.7,L
5790,First Class,Consumer,California,West,Office Supplies,Fasteners,3.5553480614894135,7,0.0,P
5791,First Class,Consumer,California,West,Furniture,Chairs,4.287496150827648,1,0.2,L
5792,First Class,Consumer,California,West,Office Supplies,Appliances,4.583333491378917,2,0.0,P
5793,First Class,Consumer,California,West,Furniture,Furnishings,3.9464244321454784,1,0.0,P
5794,First Class,Consumer,California,West,Office Supplies,Binders,3.8431444131253656,2,0.2,P
5795,Second Class,Consumer,New York,East,Office Supplies,Storage,7.241036716127033,9,0.0,P
5796,Second Class,Consumer,New York,East,Furniture,Furnishings,4.765246133834726,4,0.0,P
5797,Second Class,Consumer,New York,East,Office Supplies,Labels,2.9391619220655967,3,0.0,P
5798,Second Class,Consumer,New York,East,Office Supplies,Paper,4.350535967582511,2,0.0,P
5799,Second Class,Consumer,Illinois,Central,Furniture,Chairs,6.043516053979785,2,0.3,L
5800,First Class,Consumer,Texas,Central,Technology,Phones,6.356052103597069,4,0.2,P
5801,First Class,Consumer,Texas,Central,Office Supplies,Paper,2.3387241396099188,2,0.2,P
5802,First Class,Consumer,California,West,Technology,Phones,2.771588221906198,2,0.2,P
5803,Standard Class,Home Office,Ohio,East,Office Supplies,Art,2.3294217469476055,3,0.2,P
5804,Standard Class,Corporate,Texas,Central,Office Supplies,Storage,4.123773906246104,4,0.2,P
5805,Standard Class,Corporate,Texas,Central,Furniture,Bookcases,5.327872285286895,3,0.32,L
5806,Second Class,Consumer,Tennessee,South,Office Supplies,Paper,2.5007799989442905,3,0.2,P
5807,Second Class,Consumer,Tennessee,South,Office Supplies,Appliances,4.467837291086992,2,0.2,P
5808,Second Class,Consumer,Tennessee,South,Office Supplies,Art,3.457703731102462,2,0.2,P
5809,Standard Class,Corporate,Tennessee,South,Furniture,Furnishings,4.884497454057119,4,0.2,L
5810,Standard Class,Corporate,California,West,Office Supplies,Paper,4.658900508409059,4,0.0,P
5811,Standard Class,Corporate,California,West,Furniture,Furnishings,4.521353699894981,2,0.0,P
5812,Standard Class,Corporate,California,West,Technology,Phones,7.305172086230705,3,0.2,P
5813,First Class,Home Office,New York,East,Office Supplies,Paper,2.967332799032293,3,0.0,P
5814,First Class,Consumer,Florida,South,Technology,Accessories,2.4571928112204846,1,0.2,L
5815,Same Day,Consumer,New York,East,Technology,Phones,5.634646735821339,4,0.0,P
5816,Same Day,Consumer,New York,East,Office Supplies,Binders,2.558157111527593,3,0.2,P
5817,Same Day,Consumer,New York,East,Office Supplies,Binders,2.8383764627777843,4,0.2,P
5818,Same Day,Consumer,New York,East,Office Supplies,Labels,4.5342110970475975,9,0.0,P
5819,Same Day,Consumer,New York,East,Office Supplies,Labels,2.444084655267745,4,0.0,P
5820,Standard Class,Corporate,California,West,Office Supplies,Supplies,5.474872328447654,2,0.0,P
5821,Standard Class,Corporate,California,West,Office Supplies,Appliances,2.050270164379556,1,0.0,P
5822,Standard Class,Corporate,California,West,Furniture,Tables,5.654171974102867,5,0.2,L
5823,Standard Class,Corporate,California,West,Office Supplies,Binders,2.953242221933039,4,0.2,P
5824,Same Day,Consumer,Ohio,East,Office Supplies,Appliances,3.263313674298769,3,0.2,P
5825,Second Class,Home Office,New York,East,Office Supplies,Paper,6.03882511846782,4,0.0,P
